alcohol,density,chlorides,total sulfur dioxide,volatile acidity,residual sugar,quality,tipo_calidad
9.7,0.99802,0.053,182.0,0.24,12.6,5,Mediana
9.0,0.99679,0.05,227.0,0.33,7.6,5,Mediana
9.1,0.99652,0.05,188.0,0.3,8.1,6,Mediana
10.4,0.99698,0.037,169.0,0.34,14.9,6,Mediana
11.5,0.99125,0.036,85.0,0.33,3.0,4,Baja
12.0,0.9911,0.039,188.0,0.2,2.0,6,Mediana
12.2,0.99168,0.036,150.0,0.32,4.9,6,Mediana
12.0,0.9911,0.039,188.0,0.2,2.0,6,Mediana
9.8,0.99556,0.05,90.0,0.22,8.9,6,Mediana
10.2,0.99518,0.042,144.0,0.23,5.1,6,Mediana
11.0,0.9929,0.025,74.0,0.26,5.8,6,Mediana
9.9,0.99362,0.053,189.0,0.3,1.3,4,Baja
9.9,0.99361,0.053,186.0,0.3,1.3,4,Baja
11.3,0.9914,0.041,106.0,0.21,1.2,4,Baja
10.1,0.99453,0.043,156.0,0.24,8.2,6,Mediana
10.3,0.9961,0.059,199.0,0.27,3.9,5,Mediana
9.1,1.00016,0.047,218.0,0.3,17.75,5,Mediana
11.8,0.9916,0.037,101.0,0.19,4.9,6,Mediana
11.9,0.99116,0.024,93.0,0.36,1.6,6,Mediana
10.0,0.99566,0.038,202.0,0.26,8.2,6,Mediana
9.5,0.99558,0.044,188.0,0.23,8.5,5,Mediana
12.7,0.99117,0.033,100.0,0.44,4.45,6,Mediana
11.0,0.99399,0.036,109.0,0.31,5.8,6,Mediana
10.2,0.99405,0.034,111.0,0.21,2.7,4,Baja
10.1,0.99622,0.047,220.0,0.16,7.3,6,Mediana
9.2,1.00051,0.045,208.0,0.27,19.1,6,Mediana
10.2,0.99405,0.034,111.0,0.21,2.7,4,Baja
10.0,0.99397,0.05,106.0,0.24,2.3,5,Mediana
10.1,0.99622,0.047,220.0,0.16,6.85,6,Mediana
9.5,0.99274,0.032,98.0,0.41,0.9,5,Mediana
9.1,1.00118,0.07,207.0,0.36,19.35,5,Mediana
13.3,0.99176,0.031,118.0,0.4,7.9,7,Buena
9.5,0.9969,0.045,198.0,0.26,11.75,5,Mediana
10.1,0.99411,0.036,117.0,0.24,3.0,6,Mediana
10.1,0.99411,0.036,117.0,0.24,3.0,6,Mediana
11.2,0.99194,0.04,172.0,0.22,1.5,6,Mediana
9.8,0.99558,0.04,230.0,0.34,7.5,6,Mediana
11.2,0.99194,0.04,172.0,0.22,1.5,6,Mediana
9.8,0.99558,0.04,230.0,0.34,7.5,6,Mediana
9.4,0.99577,0.042,195.0,0.28,8.3,5,Mediana
9.0,0.99564,0.045,177.0,0.29,7.05,5,Mediana
9.4,0.99578,0.044,198.0,0.27,8.4,5,Mediana
8.9,0.99888,0.054,229.0,0.35,13.9,6,Mediana
9.1,1.00014,0.045,253.0,0.28,17.5,6,Mediana
9.8,0.99441,0.034,148.0,0.35,5.6,4,Baja
9.4,0.99594,0.056,183.0,0.43,9.4,5,Mediana
10.0,0.99437,0.05,150.0,0.26,4.8,6,Mediana
9.4,0.99594,0.056,183.0,0.43,9.4,5,Mediana
9.9,0.9979,0.042,130.0,0.27,9.7,6,Mediana
9.2,0.998,0.063,201.0,0.285,14.6,5,Mediana
10.0,0.99316,0.052,219.5,0.32,2.5,5,Mediana
9.2,0.998,0.063,201.0,0.285,14.6,5,Mediana
10.0,0.99314,0.051,210.0,0.34,2.6,5,Mediana
10.0,0.99316,0.052,210.0,0.32,2.5,5,Mediana
9.8,0.99612,0.042,133.0,0.27,8.2,6,Mediana
10.5,0.99295,0.04,114.0,0.26,1.5,6,Mediana
10.6,0.99394,0.043,181.0,0.27,2.3,6,Mediana
11.0,0.99248,0.027,136.0,0.19,1.6,7,Buena
10.8,0.99268,0.027,141.0,0.2,1.6,6,Mediana
9.0,0.99954,0.036,201.0,0.29,16.0,5,Mediana
9.6,0.99692,0.031,194.0,0.32,10.4,6,Mediana
10.6,0.99592,0.037,156.0,0.33,7.4,6,Mediana
10.6,0.99592,0.037,156.0,0.33,7.4,6,Mediana
9.6,0.99692,0.031,194.0,0.32,10.4,6,Mediana
9.2,0.99822,0.045,147.0,0.33,16.05,5,Mediana
9.2,0.99822,0.045,147.0,0.33,16.05,5,Mediana
9.5,0.99402,0.053,71.0,0.26,2.6,5,Mediana
9.5,0.99404,0.053,72.0,0.25,2.5,5,Mediana
10.3,0.99787,0.039,184.0,0.26,10.8,7,Buena
8.8,0.99347,0.053,124.0,0.26,1.2,5,Mediana
10.2,0.99375,0.038,128.0,0.28,1.7,6,Mediana
10.1,0.99155,0.029,77.0,0.16,0.8,6,Mediana
9.5,0.9936,0.049,118.0,0.34,1.4,5,Mediana
9.5,0.99434,0.056,176.0,0.25,1.3,5,Mediana
11.6,0.9922,0.022,174.0,0.35,6.3,7,Buena
10.7,0.99571,0.032,97.0,0.24,10.3,6,Mediana
10.1,0.99658,0.043,142.0,0.29,15.55,6,Mediana
11.1,0.99076,0.035,83.0,0.27,1.5,7,Buena
11.1,0.99076,0.035,83.0,0.27,1.5,7,Buena
9.5,0.99542,0.047,215.0,0.27,7.9,6,Mediana
9.4,0.99825,0.052,143.0,0.24,13.0,6,Mediana
10.2,0.99289,0.049,113.0,0.32,1.0,5,Mediana
9.8,0.99432,0.041,216.5,0.37,4.85,6,Mediana
9.5,0.99523,0.047,201.0,0.26,7.1,6,Mediana
9.5,0.99542,0.047,215.0,0.27,7.9,6,Mediana
9.0,0.9959,0.05,191.0,0.3,7.5,5,Mediana
10.1,0.99543,0.045,204.0,0.28,7.6,6,Mediana
11.9,0.99088,0.034,122.0,0.27,1.7,6,Mediana
11.9,0.99088,0.034,122.0,0.27,1.7,6,Mediana
10.0,0.9966,0.036,110.0,0.39,7.7,6,Mediana
9.7,0.99836,0.054,139.0,0.31,12.7,4,Baja
9.7,0.99836,0.054,139.0,0.31,12.7,4,Baja
10.2,0.99238,0.043,155.0,0.18,1.5,5,Mediana
10.8,0.99645,0.031,96.0,0.23,11.3,5,Mediana
8.8,1.0,0.046,133.0,0.21,18.1,5,Mediana
8.8,1.0,0.046,133.0,0.21,18.1,5,Mediana
11.4,0.99376,0.039,175.0,0.26,7.0,6,Mediana
8.8,1.0,0.046,133.0,0.21,18.1,5,Mediana
9.8,0.99513,0.039,191.0,0.31,6.4,5,Mediana
9.4,0.99556,0.045,119.0,0.34,1.4,4,Baja
9.4,0.99556,0.045,119.0,0.34,1.4,4,Baja
9.4,0.99543,0.054,174.0,0.3,3.1,6,Mediana
9.4,0.99886,0.053,194.0,0.4,14.1,6,Mediana
9.7,0.99526,0.044,212.0,0.32,7.7,6,Mediana
12.3,0.99166,0.032,140.0,0.34,5.2,7,Buena
9.8,0.99691,0.045,178.0,0.26,11.6,6,Mediana
9.0,0.99732,0.053,134.0,0.27,10.4,5,Mediana
9.2,0.99573,0.045,203.0,0.28,7.5,6,Mediana
9.4,0.99656,0.058,215.0,0.3,11.2,6,Mediana
9.9,0.99112,0.043,67.0,0.175,0.8,6,Mediana
9.8,0.99214,0.032,145.0,0.34,1.4,5,Mediana
12.3,0.99165,0.029,148.0,0.34,4.7,7,Buena
11.9,0.99004,0.018,37.0,0.12,3.1,7,Buena
10.2,0.99463,0.038,170.0,0.32,4.0,6,Mediana
11.9,0.99004,0.018,37.0,0.12,3.1,7,Buena
9.2,0.99596,0.04,216.0,0.24,8.1,5,Mediana
9.7,0.99898,0.054,174.0,0.41,14.8,5,Mediana
11.5,0.99114,0.029,138.0,0.18,1.4,7,Buena
11.6,0.99306,0.053,174.0,0.2,3.5,5,Mediana
9.7,0.99898,0.054,174.0,0.41,14.8,5,Mediana
11.5,0.99114,0.029,138.0,0.18,1.4,7,Buena
10.2,0.99342,0.036,108.0,0.16,1.5,6,Mediana
9.8,0.99345,0.037,109.0,0.16,1.5,6,Mediana
9.0,0.99772,0.044,158.0,0.42,12.8,5,Mediana
10.5,0.99239,0.036,163.0,0.3,1.6,6,Mediana
10.8,0.99479,0.046,149.0,0.22,11.2,5,Mediana
10.7,0.99207,0.043,95.0,0.23,1.7,7,Buena
9.2,0.99828,0.046,110.0,0.23,17.3,6,Mediana
9.5,0.99542,0.032,142.0,0.28,8.6,6,Mediana
9.5,0.99542,0.032,142.0,0.28,8.6,6,Mediana
10.0,0.99228,0.028,111.0,0.27,1.5,5,Mediana
9.2,0.99828,0.046,110.0,0.23,17.3,6,Mediana
11.0,0.99269,0.036,117.0,0.32,1.8,6,Mediana
11.2,0.99196,0.041,159.0,0.22,1.4,6,Mediana
9.4,0.99475,0.052,128.0,0.33,4.8,5,Mediana
9.5,0.99544,0.045,209.0,0.26,7.1,6,Mediana
9.3,0.99944,0.052,188.0,0.2,16.9,5,Mediana
9.4,0.99475,0.052,128.0,0.33,4.8,5,Mediana
9.5,0.99544,0.045,209.0,0.26,7.1,6,Mediana
9.4,0.9966,0.046,110.0,0.36,11.3,5,Mediana
11.2,0.99066,0.043,146.0,0.13,1.1,7,Buena
11.2,0.9907,0.043,150.0,0.15,1.2,7,Buena
11.2,0.99066,0.043,146.0,0.13,1.1,7,Buena
11.2,0.9907,0.043,150.0,0.15,1.2,7,Buena
11.2,0.99066,0.043,146.0,0.13,1.1,7,Buena
11.1,0.99106,0.03,103.0,0.32,2.3,6,Mediana
9.6,0.99696,0.052,131.0,0.28,10.0,5,Mediana
11.1,0.99106,0.03,103.0,0.32,2.3,6,Mediana
10.6,0.99167,0.037,160.0,0.41,1.4,6,Mediana
8.9,0.99902,0.048,240.0,0.37,14.9,5,Mediana
12.3,0.98992,0.021,80.0,0.21,1.8,7,Buena
11.4,0.99182,0.028,132.0,0.24,1.8,5,Mediana
9.6,0.99556,0.043,207.0,0.28,7.0,6,Mediana
10.3,0.99582,0.034,135.0,0.24,8.6,6,Mediana
11.4,0.99182,0.028,132.0,0.24,1.8,5,Mediana
12.1,0.98972,0.032,80.0,0.16,1.1,6,Mediana
9.9,0.99352,0.026,56.0,0.14,1.3,5,Mediana
9.7,0.9946,0.035,185.0,0.34,4.9,5,Mediana
10.5,0.99273,0.043,154.0,0.26,1.9,5,Mediana
9.4,0.99582,0.039,227.0,0.27,10.0,5,Mediana
9.6,0.99553,0.037,206.0,0.25,8.6,5,Mediana
10.4,0.99976,0.053,174.0,0.3,18.95,5,Mediana
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
9.2,0.9919,0.039,89.0,0.14,0.7,6,Mediana
9.0,0.99808,0.062,171.0,0.18,12.8,7,Buena
10.1,0.99655,0.05,132.0,0.13,13.3,6,Mediana
11.0,0.99615,0.059,152.0,0.34,8.5,7,Buena
10.8,0.99296,0.038,144.0,0.32,1.5,5,Mediana
10.8,0.99482,0.048,147.0,0.21,11.7,5,Mediana
9.8,0.99434,0.046,208.0,0.28,2.1,5,Mediana
11.7,0.98958,0.023,115.0,0.22,1.4,6,Mediana
9.8,0.99434,0.046,208.0,0.28,2.1,5,Mediana
9.0,0.99938,0.034,185.0,0.32,16.0,6,Mediana
11.3,0.99059,0.042,132.0,0.11,1.1,7,Buena
9.4,0.99835,0.031,185.0,0.26,15.3,5,Mediana
11.7,0.98958,0.023,115.0,0.22,1.4,6,Mediana
11.3,0.99159,0.025,107.0,0.3,2.8,7,Buena
11.3,0.99159,0.025,107.0,0.3,2.8,7,Buena
12.0,0.98931,0.019,28.0,0.2,0.9,6,Mediana
10.6,0.9938,0.028,157.0,0.2,2.5,6,Mediana
10.8,0.99563,0.024,209.0,0.25,8.2,6,Mediana
12.0,0.98931,0.019,28.0,0.2,0.9,6,Mediana
9.4,0.99691,0.053,177.0,0.27,11.1,5,Mediana
9.4,0.9959,0.038,219.0,0.3,7.8,5,Mediana
11.3,0.99159,0.025,107.0,0.3,2.8,7,Buena
9.4,0.99628,0.05,140.0,0.36,10.1,5,Mediana
12.0,0.99076,0.021,80.0,0.21,3.2,5,Mediana
10.3,0.99678,0.039,129.0,0.18,14.2,7,Buena
10.3,0.99678,0.039,129.0,0.18,14.2,7,Buena
10.3,0.99678,0.039,129.0,0.18,14.2,7,Buena
11.3,0.99089,0.026,126.0,0.26,2.9,7,Buena
9.4,0.99537,0.063,150.0,0.35,6.0,6,Mediana
8.7,1.0002,0.041,144.0,0.28,20.4,5,Mediana
9.4,0.99628,0.05,140.0,0.36,10.1,5,Mediana
11.3,0.99089,0.026,126.0,0.26,2.9,7,Buena
10.3,0.99678,0.039,129.0,0.18,14.2,7,Buena
12.0,0.99076,0.021,80.0,0.21,3.2,5,Mediana
10.4,0.99316,0.033,136.0,0.24,1.7,7,Buena
10.7,0.99272,0.029,128.0,0.17,1.7,7,Buena
10.2,0.99636,0.03,219.0,0.24,9.0,6,Mediana
10.5,0.99148,0.027,109.0,0.445,1.4,6,Mediana
8.6,0.99884,0.065,186.0,0.44,16.0,5,Mediana
9.0,0.99773,0.034,174.0,0.24,11.4,5,Mediana
12.8,0.98974,0.062,87.0,0.32,2.1,6,Mediana
9.0,0.99773,0.034,174.0,0.24,11.4,5,Mediana
11.8,0.99112,0.023,104.0,0.13,1.1,6,Mediana
11.8,0.99132,0.028,89.0,0.2,1.2,6,Mediana
10.6,0.99642,0.042,158.0,0.15,15.8,5,Mediana
10.3,0.99527,0.047,151.0,0.33,5.2,5,Mediana
10.1,0.99352,0.048,113.0,0.12,5.2,7,Buena
9.3,0.99198,0.037,127.0,0.15,0.8,5,Mediana
10.2,0.99756,0.057,144.0,0.23,14.45,6,Mediana
9.5,0.99561,0.066,162.0,0.34,6.9,5,Mediana
12.9,0.98936,0.018,80.0,0.22,2.3,7,Buena
8.7,0.99786,0.042,148.0,0.28,11.0,5,Mediana
10.1,0.9942,0.034,204.0,0.19,5.1,5,Mediana
11.1,0.99116,0.05,129.0,0.14,1.2,7,Buena
10.3,0.99688,0.052,158.0,0.15,12.6,7,Buena
12.2,0.98974,0.033,73.0,0.15,1.0,6,Mediana
9.3,0.99542,0.067,156.0,0.33,6.6,6,Mediana
11.3,0.99154,0.041,178.0,0.3,1.5,6,Mediana
10.8,0.99118,0.043,110.0,0.23,1.0,6,Mediana
12.5,0.9914,0.03,91.0,0.21,6.6,7,Buena
9.3,0.9979,0.05,122.0,0.4,8.2,5,Mediana
12.9,0.98892,0.03,142.0,0.34,2.0,7,Buena
11.2,0.99114,0.039,131.0,0.12,1.4,7,Buena
9.3,0.99583,0.046,179.0,0.26,7.5,5,Mediana
12.9,0.98892,0.03,142.0,0.34,2.0,7,Buena
12.9,0.98892,0.03,142.0,0.3,2.0,7,Buena
9.5,0.99704,0.049,120.0,0.15,13.3,7,Buena
11.9,0.9911,0.037,24.0,0.37,2.85,6,Mediana
10.3,0.99334,0.032,120.0,0.35,5.6,7,Buena
10.3,0.99334,0.033,120.0,0.32,5.6,7,Buena
11.2,0.99094,0.031,93.0,0.1,1.0,6,Mediana
12.0,0.99014,0.03,150.0,0.25,3.2,6,Mediana
9.6,0.99304,0.042,144.0,0.31,1.0,5,Mediana
9.2,0.99652,0.041,110.0,0.18,7.1,6,Mediana
12.9,0.98944,0.029,119.0,0.17,2.4,6,Mediana
9.3,0.99772,0.061,149.0,0.19,11.2,6,Mediana
12.1,0.99367,0.03,136.0,0.32,9.5,6,Mediana
9.6,0.99304,0.042,144.0,0.31,1.0,5,Mediana
11.2,0.99183,0.026,128.0,0.21,1.8,6,Mediana
11.2,0.99126,0.029,98.0,0.16,2.6,7,Buena
12.9,0.98944,0.029,119.0,0.17,2.4,6,Mediana
9.2,0.99577,0.042,187.0,0.24,8.0,5,Mediana
9.3,0.99772,0.061,149.0,0.19,11.2,6,Mediana
9.2,0.99652,0.041,110.0,0.18,7.1,6,Mediana
9.3,0.99428,0.041,124.0,0.3,3.3,6,Mediana
10.7,0.99388,0.03,108.0,0.28,10.3,6,Mediana
9.8,0.99208,0.024,166.0,0.31,1.2,6,Mediana
10.3,0.99256,0.036,143.0,0.23,1.6,6,Mediana
10.7,0.99388,0.03,108.0,0.28,10.3,6,Mediana
11.3,0.9925,0.025,121.0,0.23,9.65,6,Mediana
8.8,0.99904,0.048,182.0,0.22,16.4,6,Mediana
10.8,0.99216,0.043,104.0,0.18,1.5,5,Mediana
9.8,0.99208,0.024,166.0,0.31,1.2,6,Mediana
9.3,0.99428,0.041,124.0,0.3,3.3,6,Mediana
11.5,0.99165,0.027,72.0,0.46,5.0,7,Buena
8.8,0.99924,0.038,133.0,0.23,16.3,5,Mediana
8.8,0.99924,0.038,133.0,0.23,16.3,5,Mediana
8.8,0.99924,0.038,133.0,0.23,16.3,5,Mediana
9.6,0.9972,0.045,209.0,0.28,10.2,6,Mediana
8.8,0.99924,0.038,133.0,0.23,16.3,5,Mediana
9.3,0.9958,0.044,189.0,0.23,7.4,6,Mediana
8.9,0.99976,0.044,184.0,0.25,13.7,5,Mediana
8.9,0.99976,0.044,184.0,0.25,13.7,5,Mediana
9.1,0.9957,0.045,182.0,0.21,7.4,5,Mediana
9.3,0.9958,0.044,189.0,0.23,7.4,6,Mediana
9.4,0.99579,0.043,188.0,0.24,7.45,6,Mediana
10.1,0.99541,0.04,179.0,0.25,7.2,6,Mediana
8.9,0.99976,0.044,184.0,0.25,13.7,5,Mediana
10.8,0.99518,0.046,143.0,0.16,10.4,6,Mediana
10.0,0.99168,0.028,69.0,0.28,1.1,6,Mediana
10.9,0.99276,0.029,160.0,0.18,6.5,6,Mediana
12.0,0.99085,0.027,92.0,0.26,4.6,7,Buena
12.3,0.99172,0.03,101.0,0.4,5.2,7,Buena
10.4,0.99312,0.038,129.0,0.26,1.7,6,Mediana
10.9,0.99276,0.029,160.0,0.18,6.5,6,Mediana
10.5,0.9972,0.045,153.0,0.23,16.4,5,Mediana
9.8,0.99278,0.036,91.0,0.2,3.6,6,Mediana
10.5,0.99092,0.041,121.0,0.17,1.5,6,Mediana
11.4,0.99053,0.035,79.0,0.29,1.7,7,Buena
9.2,0.99858,0.06,190.0,0.3,6.2,5,Mediana
11.4,0.99053,0.035,79.0,0.29,1.7,7,Buena
10.3,0.9949,0.048,141.0,0.29,9.3,6,Mediana
10.5,0.99092,0.041,121.0,0.17,1.5,6,Mediana
9.8,0.99532,0.047,95.0,0.2,9.1,7,Buena
12.4,0.99026,0.034,100.0,0.32,4.8,7,Buena
9.3,0.99668,0.048,145.0,0.2,12.3,6,Mediana
9.5,0.9952,0.048,165.0,0.23,2.7,6,Mediana
10.5,0.99144,0.034,45.0,0.27,3.6,6,Mediana
10.5,0.99144,0.034,45.0,0.27,3.6,6,Mediana
12.8,0.99015,0.032,99.0,0.44,4.3,7,Buena
10.8,0.9914,0.045,142.0,0.34,1.8,6,Mediana
10.0,0.99693,0.057,127.0,0.26,11.8,6,Mediana
10.0,0.99693,0.057,127.0,0.26,11.8,6,Mediana
12.0,0.99006,0.036,108.0,0.17,1.4,6,Mediana
12.6,0.99126,0.025,138.0,0.43,6.6,6,Mediana
10.6,0.98985,0.027,28.0,0.17,0.7,5,Mediana
10.0,0.99882,0.059,240.0,0.33,11.8,6,Mediana
9.2,0.99477,0.038,97.0,0.12,4.3,5,Mediana
9.3,0.99478,0.039,103.0,0.13,5.1,6,Mediana
10.2,0.99576,0.055,144.0,0.18,5.8,6,Mediana
10.2,0.99578,0.054,148.0,0.16,5.9,6,Mediana
8.7,0.99354,0.06,154.0,0.26,1.3,5,Mediana
10.7,0.99244,0.05,163.0,0.32,1.4,5,Mediana
12.1,0.99084,0.048,119.0,0.3,1.2,6,Mediana
9.5,0.99612,0.05,152.0,0.16,7.4,6,Mediana
11.2,0.99356,0.028,118.0,0.27,10.8,6,Mediana
12.0,0.98952,0.034,95.0,0.16,1.8,6,Mediana
9.5,0.99612,0.05,152.0,0.16,7.4,6,Mediana
12.1,0.99084,0.048,119.0,0.3,1.2,6,Mediana
10.7,0.99244,0.05,163.0,0.32,1.4,5,Mediana
8.8,0.99955,0.048,228.0,0.44,14.4,7,Buena
13.1,0.9892,0.026,138.0,0.29,3.6,7,Buena
12.5,0.99144,0.035,93.0,0.39,3.6,7,Buena
11.3,0.99237,0.043,111.0,0.2,1.9,6,Mediana
12.5,0.99144,0.035,93.0,0.39,3.6,7,Buena
11.4,0.99022,0.025,103.0,0.2,1.65,5,Mediana
12.2,0.99032,0.036,117.0,0.235,1.9,5,Mediana
10.4,0.99587,0.053,211.0,0.2,6.85,6,Mediana
10.4,0.99587,0.053,211.0,0.2,7.4,6,Mediana
10.4,0.99587,0.053,211.0,0.2,7.4,6,Mediana
12.2,0.99354,0.034,70.0,0.3,11.0,6,Mediana
9.4,0.99552,0.066,176.0,0.4,6.2,5,Mediana
9.4,0.99552,0.065,178.0,0.4,6.2,5,Mediana
10.4,0.99587,0.053,211.0,0.2,6.85,6,Mediana
9.2,0.99604,0.047,189.0,0.25,8.0,5,Mediana
9.4,0.99584,0.046,183.0,0.26,8.2,5,Mediana
13.5,0.98894,0.033,107.0,0.37,2.2,7,Buena
9.4,0.9963,0.053,151.0,0.35,10.1,5,Mediana
13.5,0.98894,0.033,107.0,0.37,2.2,7,Buena
9.4,0.9963,0.053,151.0,0.35,10.1,5,Mediana
11.4,0.99068,0.036,114.0,0.31,1.6,7,Buena
12.4,0.98964,0.036,125.0,0.16,1.3,7,Buena
9.2,0.99604,0.047,189.0,0.25,8.0,5,Mediana
9.4,0.99584,0.046,183.0,0.26,8.2,5,Mediana
10.5,0.9923,0.038,79.0,0.15,5.3,6,Mediana
10.8,0.99238,0.04,123.0,0.2,1.6,6,Mediana
9.4,0.99566,0.042,184.0,0.27,6.1,6,Mediana
12.2,0.99067,0.049,153.0,0.32,2.7,7,Buena
12.1,0.99066,0.025,100.0,0.26,3.6,7,Buena
10.9,0.9929,0.03,128.0,0.3,1.7,5,Mediana
10.1,0.9934,0.026,109.0,0.16,1.6,6,Mediana
12.2,0.99067,0.049,153.0,0.32,2.7,7,Buena
13.0,0.98912,0.032,71.0,0.19,1.0,7,Buena
11.0,0.99066,0.038,72.0,0.36,0.9,5,Mediana
10.8,0.99228,0.052,126.0,0.17,1.6,5,Mediana
13.0,0.98912,0.032,71.0,0.19,1.0,7,Buena
9.3,0.9958,0.052,148.0,0.11,10.6,4,Baja
11.4,0.99052,0.042,123.0,0.21,2.0,6,Mediana
9.9,0.9968,0.056,241.0,0.4,6.2,5,Mediana
10.5,0.99502,0.044,150.0,0.2,9.2,5,Mediana
12.4,0.99084,0.04,56.0,0.27,5.0,6,Mediana
9.5,0.99573,0.047,172.0,0.26,6.3,6,Mediana
10.5,0.99256,0.048,161.0,0.25,3.3,6,Mediana
9.1,0.9959,0.053,196.0,0.22,8.0,6,Mediana
11.5,0.99084,0.034,138.0,0.14,1.2,7,Buena
11.5,0.99084,0.034,138.0,0.14,1.2,7,Buena
11.2,0.99644,0.044,170.0,0.26,16.2,5,Mediana
10.8,0.99526,0.05,140.0,0.22,11.6,5,Mediana
9.4,0.9954,0.064,186.0,0.45,7.2,5,Mediana
11.0,0.99095,0.031,73.0,0.17,1.1,6,Mediana
11.3,0.99188,0.048,112.0,0.44,3.4,7,Buena
11.2,0.9909,0.041,117.0,0.15,1.4,6,Mediana
10.5,0.99256,0.048,161.0,0.25,3.3,6,Mediana
9.1,0.9959,0.053,196.0,0.22,8.0,6,Mediana
10.4,0.99581,0.05,154.0,0.26,9.3,6,Mediana
11.2,0.99132,0.033,82.0,0.15,2.3,7,Buena
11.1,0.98936,0.034,89.0,0.22,0.9,7,Buena
11.2,0.99136,0.036,92.0,0.37,3.5,6,Mediana
10.5,0.99142,0.036,98.0,0.375,1.7,6,Mediana
10.0,0.99232,0.047,92.0,0.2,1.3,6,Mediana
10.0,0.99232,0.046,90.0,0.22,1.3,6,Mediana
10.9,0.993,0.049,97.0,0.22,5.6,5,Mediana
10.9,0.99311,0.028,87.0,0.22,7.4,7,Buena
11.2,0.99132,0.033,82.0,0.15,2.3,7,Buena
11.7,0.98993,0.035,86.0,0.2,1.0,5,Mediana
9.0,0.99839,0.053,136.0,0.24,14.9,5,Mediana
10.0,0.99574,0.052,86.0,0.23,9.3,5,Mediana
11.9,0.99093,0.041,154.0,0.2,1.0,5,Mediana
11.0,0.99278,0.047,101.0,0.21,5.9,6,Mediana
11.2,0.9924,0.027,143.0,0.33,5.0,7,Buena
11.2,0.9924,0.027,143.0,0.33,5.0,7,Buena
10.5,0.99165,0.034,113.0,0.21,0.8,6,Mediana
10.2,0.9923,0.037,144.0,0.21,1.0,6,Mediana
11.0,0.99278,0.047,101.0,0.21,5.9,6,Mediana
12.3,0.98964,0.036,76.0,0.15,1.3,6,Mediana
10.4,0.9909,0.032,115.0,0.19,1.1,6,Mediana
12.7,0.9889,0.021,121.0,0.48,1.4,7,Buena
10.6,0.99178,0.018,128.0,0.23,1.2,5,Mediana
12.3,0.99076,0.028,108.0,0.17,5.0,6,Mediana
12.7,0.9889,0.021,121.0,0.48,1.4,7,Buena
11.4,0.99046,0.037,84.0,0.15,1.7,6,Mediana
11.4,0.99046,0.037,84.0,0.15,1.7,6,Mediana
10.7,0.99672,0.04,135.0,0.22,13.9,5,Mediana
9.3,0.99482,0.045,162.0,0.15,5.9,5,Mediana
12.7,0.98945,0.027,138.0,0.32,2.1,6,Mediana
11.7,0.98883,0.029,88.0,0.37,1.1,6,Mediana
10.7,0.99362,0.039,64.0,0.25,6.7,5,Mediana
11.8,0.99075,0.033,94.0,0.21,2.7,7,Buena
9.9,0.99436,0.039,125.0,0.24,6.7,5,Mediana
13.4,0.98988,0.047,81.0,0.475,3.95,7,Buena
12.8,0.99158,0.032,114.0,0.28,7.75,7,Buena
12.8,0.99265,0.033,87.0,0.4,10.6,6,Mediana
10.5,0.99195,0.042,101.0,0.41,1.6,5,Mediana
11.5,0.99168,0.032,84.0,0.2,2.5,5,Mediana
10.5,0.9918,0.04,25.0,0.22,0.7,4,Baja
13.0,0.99313,0.032,132.0,0.36,11.1,6,Mediana
10.2,0.9932,0.041,148.0,0.2,4.7,6,Mediana
9.0,0.99848,0.054,234.0,0.42,9.7,5,Mediana
11.7,0.99014,0.044,68.0,0.125,1.4,7,Buena
10.3,0.99652,0.055,218.0,0.31,7.5,5,Mediana
9.0,0.99848,0.054,234.0,0.42,9.7,5,Mediana
11.1,0.99104,0.032,78.0,0.18,0.8,5,Mediana
9.0,0.99772,0.05,150.0,0.21,13.1,5,Mediana
10.5,0.9922,0.031,97.0,0.16,1.1,6,Mediana
11.9,0.99076,0.028,92.0,0.22,2.2,7,Buena
9.4,0.99622,0.036,155.0,0.36,8.9,5,Mediana
11.4,0.9902,0.035,81.0,0.21,1.1,6,Mediana
10.8,0.99114,0.034,114.0,0.25,0.9,7,Buena
9.3,0.99594,0.047,183.0,0.26,6.9,5,Mediana
11.4,0.9902,0.035,81.0,0.21,1.1,6,Mediana
11.3,0.99035,0.031,73.0,0.2,1.0,6,Mediana
11.3,0.99032,0.031,73.0,0.18,1.0,6,Mediana
9.5,0.99558,0.031,170.0,0.37,7.6,5,Mediana
9.4,0.99622,0.036,155.0,0.36,8.9,5,Mediana
11.9,0.99076,0.028,92.0,0.22,2.2,7,Buena
9.3,0.99413,0.046,199.0,0.18,1.2,5,Mediana
11.4,0.99043,0.041,81.0,0.14,1.0,6,Mediana
11.4,0.99043,0.041,81.0,0.14,1.0,6,Mediana
12.7,0.98982,0.053,128.0,0.44,3.1,6,Mediana
13.5,0.98934,0.033,118.0,0.36,1.95,7,Buena
11.2,0.9902,0.019,65.0,0.28,2.2,6,Mediana
